catchment,network,year,mmwr_year,mmwr_week,age_category,sex,race,cumulative_rate,weekly_rate,derived_date
Minnesota,EIP,2020-21,2021,11,18-29 yr,Overall,Overall,226.1,5.1,2021-03-12
Utah,IHSP,2020-21,2021,11,18-29 yr,Overall,Overall,196,2.4,2021-03-12
Tennessee,EIP,2020-21,2021,11,18-29 yr,Overall,Overall,185.6,3.6,2021-03-12
Oregon,EIP,2020-21,2021,11,18-29 yr,Overall,Overall,84.6,1.7,2021-03-12
Michigan,IHSP,2020-21,2021,12,18-29 yr,Overall,Overall,81.3,4.5,2021-03-19
Oregon,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,87,2.4,2021-03-19
Georgia,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,301,6.4,2021-03-19
Ohio,IHSP,2020-21,2021,12,18-29 yr,Overall,Overall,56.1,0.3,2021-03-19
Maryland,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,221.1,5.5,2021-03-19
Iowa,IHSP,2020-21,2021,12,18-29 yr,Overall,Overall,261.6,0,2021-03-19
Tennessee,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,189.2,3.6,2021-03-19
Utah,IHSP,2020-21,2021,12,18-29 yr,Overall,Overall,197.9,1.9,2021-03-19
Minnesota,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,229.4,3.2,2021-03-19
New Mexico,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,175,1.9,2021-03-19
New York,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,125,4.2,2021-03-19
Colorado,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,197.8,3.8,2021-03-19
Connecticut,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,179.4,4.8,2021-03-19
California,EIP,2020-21,2021,12,18-29 yr,Overall,Overall,125.4,1.5,2021-03-19
Colorado,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,203.4,5.5,2021-03-26
California,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,127,1.5,2021-03-26
Connecticut,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,183.6,4.2,2021-03-26
Michigan,IHSP,2020-21,2021,13,18-29 yr,Overall,Overall,88.4,7.1,2021-03-26
Maryland,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,227.6,6.5,2021-03-26
Iowa,IHSP,2020-21,2021,13,18-29 yr,Overall,Overall,261.6,0,2021-03-26
Utah,IHSP,2020-21,2021,13,18-29 yr,Overall,Overall,198.8,0.9,2021-03-26
Tennessee,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,190.2,1,2021-03-26
Oregon,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,88.4,1.4,2021-03-26
New Mexico,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,176.8,1.9,2021-03-26
Minnesota,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,234.6,5.3,2021-03-26
Ohio,IHSP,2020-21,2021,13,18-29 yr,Overall,Overall,56.4,0.3,2021-03-26
Georgia,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,305.8,4.8,2021-03-26
New York,EIP,2020-21,2021,13,18-29 yr,Overall,Overall,127.8,2.8,2021-03-26
New Mexico,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,180.6,3.7,2021-04-02
New York,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,133.9,6.1,2021-04-02
Georgia,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,311.1,5.3,2021-04-02
Ohio,IHSP,2020-21,2021,14,18-29 yr,Overall,Overall,57.2,0.8,2021-04-02
Oregon,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,89.4,1,2021-04-02
Tennessee,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,194.1,3.9,2021-04-02
Minnesota,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,241.7,7.1,2021-04-02
Utah,IHSP,2020-21,2021,14,18-29 yr,Overall,Overall,200.7,1.9,2021-04-02
Iowa,IHSP,2020-21,2021,14,18-29 yr,Overall,Overall,261.6,0,2021-04-02
Maryland,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,235.6,8,2021-04-02
Michigan,IHSP,2020-21,2021,14,18-29 yr,Overall,Overall,99,10.5,2021-04-02
Connecticut,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,193.9,10.3,2021-04-02
Colorado,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,207.2,3.8,2021-04-02
California,EIP,2020-21,2021,14,18-29 yr,Overall,Overall,128,1,2021-04-02
California,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,129.5,1.5,2021-04-09
Connecticut,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,202.3,8.5,2021-04-09
Colorado,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,211.7,4.5,2021-04-09
Minnesota,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,248.4,6.7,2021-04-09
Utah,IHSP,2020-21,2021,15,18-29 yr,Overall,Overall,200.7,0,2021-04-09
Ohio,IHSP,2020-21,2021,15,18-29 yr,Overall,Overall,57.8,0.6,2021-04-09
Georgia,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,316.7,5.6,2021-04-09
Tennessee,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,197,2.9,2021-04-09
Oregon,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,91.1,1.7,2021-04-09
Michigan,IHSP,2020-21,2021,15,18-29 yr,Overall,Overall,108.7,9.8,2021-04-09
Maryland,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,242.8,7.1,2021-04-09
Iowa,IHSP,2020-21,2021,15,18-29 yr,Overall,Overall,261.6,0,2021-04-09
New York,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,139.4,5.6,2021-04-09
New Mexico,EIP,2020-21,2021,15,18-29 yr,Overall,Overall,183.4,2.8,2021-04-09
Maryland,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,247.6,4.8,2021-04-16
Michigan,IHSP,2020-21,2021,16,18-29 yr,Overall,Overall,115.5,6.8,2021-04-16
Oregon,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,93.2,2.1,2021-04-16
Georgia,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,324.2,7.6,2021-04-16
Ohio,IHSP,2020-21,2021,16,18-29 yr,Overall,Overall,58.9,1.1,2021-04-16
Tennessee,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,199,2,2021-04-16
Utah,IHSP,2020-21,2021,16,18-29 yr,Overall,Overall,203.6,2.8,2021-04-16
Minnesota,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,253.7,5.3,2021-04-16
New Mexico,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,186.1,2.8,2021-04-16
New York,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,145.5,6.1,2021-04-16
Colorado,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,217,5.3,2021-04-16
California,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,132,2.5,2021-04-16
Connecticut,EIP,2020-21,2021,16,18-29 yr,Overall,Overall,208.4,6,2021-04-16
Iowa,IHSP,2020-21,2021,16,18-29 yr,Overall,Overall,261.6,0,2021-04-16
Connecticut,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,217.4,9.1,2021-04-23
Colorado,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,222.3,5.3,2021-04-23
California,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,134.3,2.3,2021-04-23
Michigan,IHSP,2020-21,2021,17,18-29 yr,Overall,Overall,120,4.5,2021-04-23
Maryland,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,253.2,5.6,2021-04-23
Oregon,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,96,2.8,2021-04-23
Iowa,IHSP,2020-21,2021,17,18-29 yr,Overall,Overall,261.6,0,2021-04-23
Utah,IHSP,2020-21,2021,17,18-29 yr,Overall,Overall,205.5,1.9,2021-04-23
Tennessee,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,200.3,1.3,2021-04-23
Ohio,IHSP,2020-21,2021,17,18-29 yr,Overall,Overall,60,1.1,2021-04-23
Georgia,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,329.1,4.9,2021-04-23
New Mexico,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,191.7,5.6,2021-04-23
Minnesota,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,260,6.3,2021-04-23
New York,EIP,2020-21,2021,17,18-29 yr,Overall,Overall,152.5,6.9,2021-04-23
Maryland,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,257.7,4.5,2021-04-30
Michigan,IHSP,2020-21,2021,18,18-29 yr,Overall,Overall,124.6,4.5,2021-04-30
Oregon,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,99.4,3.4,2021-04-30
Georgia,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,336.4,7.3,2021-04-30
Ohio,IHSP,2020-21,2021,18,18-29 yr,Overall,Overall,60,0,2021-04-30
Iowa,IHSP,2020-21,2021,18,18-29 yr,Overall,Overall,261.6,0,2021-04-30
Tennessee,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,202.6,2.3,2021-04-30
Utah,IHSP,2020-21,2021,18,18-29 yr,Overall,Overall,208.8,3.3,2021-04-30
Minnesota,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,264.4,4.5,2021-04-30
New Mexico,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,195.5,3.7,2021-04-30
New York,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,156.4,3.9,2021-04-30
California,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,135.5,1.2,2021-04-30
Colorado,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,227.8,5.5,2021-04-30
Connecticut,EIP,2020-21,2021,18,18-29 yr,Overall,Overall,224.1,6.6,2021-04-30
Iowa,IHSP,2020-21,2021,19,18-29 yr,Overall,Overall,261.6,0,2021-05-07
Connecticut,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,226.5,2.4,2021-05-07
Colorado,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,233.1,5.3,2021-05-07
California,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,136.8,1.3,2021-05-07
New York,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,161.9,5.6,2021-05-07
New Mexico,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,197.8,2.3,2021-05-07
Minnesota,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,269.1,4.7,2021-05-07
Utah,IHSP,2020-21,2021,19,18-29 yr,Overall,Overall,213.5,4.7,2021-05-07
Ohio,IHSP,2020-21,2021,19,18-29 yr,Overall,Overall,60.5,0.6,2021-05-07
Georgia,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,342.4,6,2021-05-07
Tennessee,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,203.5,1,2021-05-07
Oregon,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,102.5,3.1,2021-05-07
Maryland,EIP,2020-21,2021,19,18-29 yr,Overall,Overall,261.1,3.4,2021-05-07
Michigan,IHSP,2020-21,2021,19,18-29 yr,Overall,Overall,128.3,3.8,2021-05-07
New Mexico,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,201.5,3.7,2021-05-14
New York,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,166.4,4.4,2021-05-14
Colorado,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,238,4.9,2021-05-14
Connecticut,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,231.3,4.8,2021-05-14
California,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,138.4,1.5,2021-05-14
Oregon,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,103.9,1.4,2021-05-14
Tennessee,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,206.2,2.6,2021-05-14
Georgia,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,347.3,4.9,2021-05-14
Ohio,IHSP,2020-21,2021,20,18-29 yr,Overall,Overall,61.1,0.6,2021-05-14
Minnesota,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,274.4,5.3,2021-05-14
Utah,IHSP,2020-21,2021,20,18-29 yr,Overall,Overall,217.3,3.8,2021-05-14
Iowa,IHSP,2020-21,2021,20,18-29 yr,Overall,Overall,265.1,3.5,2021-05-14
Maryland,EIP,2020-21,2021,20,18-29 yr,Overall,Overall,264,2.9,2021-05-14
Michigan,IHSP,2020-21,2021,20,18-29 yr,Overall,Overall,130.2,1.9,2021-05-14
Colorado,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,241.6,3.6,2021-05-21
California,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,139,0.7,2021-05-21
Connecticut,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,232.5,1.2,2021-05-21
Michigan,IHSP,2020-21,2021,21,18-29 yr,Overall,Overall,133.6,3.4,2021-05-21
Maryland,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,267.2,3.2,2021-05-21
Iowa,IHSP,2020-21,2021,21,18-29 yr,Overall,Overall,268.6,3.5,2021-05-21
New Mexico,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,204.3,2.8,2021-05-21
Minnesota,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,279.2,4.9,2021-05-21
Utah,IHSP,2020-21,2021,21,18-29 yr,Overall,Overall,220.1,2.8,2021-05-21
Ohio,IHSP,2020-21,2021,21,18-29 yr,Overall,Overall,61.9,0.8,2021-05-21
Georgia,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,352.9,5.6,2021-05-21
Tennessee,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,207.1,1,2021-05-21
Oregon,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,106.3,2.4,2021-05-21
New York,EIP,2020-21,2021,21,18-29 yr,Overall,Overall,170.5,4.2,2021-05-21
Maryland,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,268,0.9,2021-05-28
Michigan,IHSP,2020-21,2021,22,18-29 yr,Overall,Overall,135.5,1.9,2021-05-28
Oregon,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,108,1.7,2021-05-28
Georgia,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,355.4,2.5,2021-05-28
Ohio,IHSP,2020-21,2021,22,18-29 yr,Overall,Overall,62.2,0.3,2021-05-28
Utah,IHSP,2020-21,2021,22,18-29 yr,Overall,Overall,222,1.9,2021-05-28
Tennessee,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,208.1,1,2021-05-28
Minnesota,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,282.9,3.6,2021-05-28
New Mexico,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,206.2,1.9,2021-05-28
New York,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,172.5,1.9,2021-05-28
California,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,139.9,0.8,2021-05-28
Colorado,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,243.7,2.1,2021-05-28
Connecticut,EIP,2020-21,2021,22,18-29 yr,Overall,Overall,234.3,1.8,2021-05-28
Iowa,IHSP,2020-21,2021,22,18-29 yr,Overall,Overall,275.7,7.1,2021-05-28
Connecticut,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,234.9,0.6,2021-06-04
Colorado,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,245.4,1.7,2021-06-04
California,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,141.5,1.7,2021-06-04
Maryland,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,269,1,2021-06-04
Iowa,IHSP,2020-21,2021,23,18-29 yr,Overall,Overall,275.7,0,2021-06-04
Oregon,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,108.7,0.7,2021-06-04
Ohio,IHSP,2020-21,2021,23,18-29 yr,Overall,Overall,62.7,0.6,2021-06-04
Georgia,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,358.5,3.1,2021-06-04
Michigan,IHSP,2020-21,2021,23,18-29 yr,Overall,Overall,135.8,0.4,2021-06-04
Utah,IHSP,2020-21,2021,23,18-29 yr,Overall,Overall,225.8,3.8,2021-06-04
Tennessee,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,209.4,1.3,2021-06-04
New Mexico,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,209.5,3.3,2021-06-04
Minnesota,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,285.1,2.2,2021-06-04
New York,EIP,2020-21,2021,23,18-29 yr,Overall,Overall,173.6,1.1,2021-06-04
Michigan,IHSP,2020-21,2021,24,18-29 yr,Overall,Overall,136.2,0.4,2021-06-11
Maryland,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,270.4,1.4,2021-06-11
Georgia,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,361.3,2.8,2021-06-11
Ohio,IHSP,2020-21,2021,24,18-29 yr,Overall,Overall,63,0.3,2021-06-11
Iowa,IHSP,2020-21,2021,24,18-29 yr,Overall,Overall,279.3,3.5,2021-06-11
Oregon,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,109.4,0.7,2021-06-11
Tennessee,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,211,1.6,2021-06-11
Utah,IHSP,2020-21,2021,24,18-29 yr,Overall,Overall,227.2,1.4,2021-06-11
Minnesota,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,286.7,1.6,2021-06-11
New Mexico,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,210.9,1.4,2021-06-11
New York,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,174.4,0.8,2021-06-11
Connecticut,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,238,3,2021-06-11
Colorado,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,248,2.6,2021-06-11
California,EIP,2020-21,2021,24,18-29 yr,Overall,Overall,142.6,1,2021-06-11
Iowa,IHSP,2020-21,2021,25,18-29 yr,Overall,Overall,279.3,0,2021-06-18
Connecticut,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,239.8,1.8,2021-06-18
Colorado,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,248.8,0.9,2021-06-18
California,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,144.1,1.5,2021-06-18
Utah,IHSP,2020-21,2021,25,18-29 yr,Overall,Overall,229.1,1.9,2021-06-18
Ohio,IHSP,2020-21,2021,25,18-29 yr,Overall,Overall,63,0,2021-06-18
Georgia,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,363.6,2.2,2021-06-18
Tennessee,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,211.4,0.3,2021-06-18
Oregon,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,110.4,1,2021-06-18
Maryland,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,271.3,1,2021-06-18
Michigan,IHSP,2020-21,2021,25,18-29 yr,Overall,Overall,137,0.8,2021-06-18
New York,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,175,0.6,2021-06-18
New Mexico,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,213.7,2.8,2021-06-18
Minnesota,EIP,2020-21,2021,25,18-29 yr,Overall,Overall,288.7,2,2021-06-18
New Mexico,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,214.1,0.5,2021-06-25
New York,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,175.5,0.6,2021-06-25
Colorado,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,250.3,1.5,2021-06-25
Connecticut,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,241.6,1.8,2021-06-25
California,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,145.7,1.7,2021-06-25
Oregon,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,111.8,1.4,2021-06-25
Georgia,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,365,1.4,2021-06-25
Ohio,IHSP,2020-21,2021,26,18-29 yr,Overall,Overall,63.6,0.6,2021-06-25
Tennessee,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,212.4,1,2021-06-25
Michigan,IHSP,2020-21,2021,26,18-29 yr,Overall,Overall,139.2,2.3,2021-06-25
Minnesota,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,291.2,2.4,2021-06-25
Utah,IHSP,2020-21,2021,26,18-29 yr,Overall,Overall,230.6,1.4,2021-06-25
Maryland,EIP,2020-21,2021,26,18-29 yr,Overall,Overall,271.6,0.2,2021-06-25
Iowa,IHSP,2020-21,2021,26,18-29 yr,Overall,Overall,286.3,7.1,2021-06-25
Colorado,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,252,1.7,2021-07-02
California,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,147.9,2.2,2021-07-02
Connecticut,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,243.4,1.8,2021-07-02
New Mexico,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,216.5,2.3,2021-07-02
Minnesota,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,292.4,1.2,2021-07-02
Ohio,IHSP,2020-21,2021,27,18-29 yr,Overall,Overall,63.9,0.3,2021-07-02
Georgia,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,369.3,4.3,2021-07-02
Utah,IHSP,2020-21,2021,27,18-29 yr,Overall,Overall,233.4,2.8,2021-07-02
Tennessee,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,213.7,1.3,2021-07-02
Oregon,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,113.5,1.7,2021-07-02
Michigan,IHSP,2020-21,2021,27,18-29 yr,Overall,Overall,140,0.8,2021-07-02
Maryland,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,272.3,0.7,2021-07-02
Iowa,IHSP,2020-21,2021,27,18-29 yr,Overall,Overall,293.4,7.1,2021-07-02
New York,EIP,2020-21,2021,27,18-29 yr,Overall,Overall,177.5,1.9,2021-07-02
Maryland,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,273.9,1.6,2021-07-09
Michigan,IHSP,2020-21,2021,28,18-29 yr,Overall,Overall,140,0,2021-07-09
Oregon,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,114.2,0.7,2021-07-09
Georgia,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,373.9,4.6,2021-07-09
Ohio,IHSP,2020-21,2021,28,18-29 yr,Overall,Overall,63.9,0,2021-07-09
Tennessee,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,215.9,2.3,2021-07-09
Utah,IHSP,2020-21,2021,28,18-29 yr,Overall,Overall,235.8,2.4,2021-07-09
Minnesota,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,294.2,1.8,2021-07-09
New Mexico,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,217.9,1.4,2021-07-09
New York,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,179.7,2.2,2021-07-09
California,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,150.4,2.5,2021-07-09
Colorado,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,254.6,2.6,2021-07-09
Connecticut,EIP,2020-21,2021,28,18-29 yr,Overall,Overall,243.4,0,2021-07-09
Iowa,IHSP,2020-21,2021,28,18-29 yr,Overall,Overall,296.9,3.5,2021-07-09
Connecticut,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,247.6,4.2,2021-07-16
Colorado,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,256.1,1.5,2021-07-16
California,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,153.8,3.4,2021-07-16
Maryland,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,275.2,1.3,2021-07-16
Iowa,IHSP,2020-21,2021,29,18-29 yr,Overall,Overall,307.5,10.6,2021-07-16
Oregon,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,114.2,0,2021-07-16
Ohio,IHSP,2020-21,2021,29,18-29 yr,Overall,Overall,64.4,0.6,2021-07-16
Georgia,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,376.3,2.4,2021-07-16
Michigan,IHSP,2020-21,2021,29,18-29 yr,Overall,Overall,140.4,0.4,2021-07-16
Minnesota,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,295.8,1.6,2021-07-16
Utah,IHSP,2020-21,2021,29,18-29 yr,Overall,Overall,238.1,2.4,2021-07-16
Tennessee,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,219.2,3.3,2021-07-16
New York,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,180,0.3,2021-07-16
New Mexico,EIP,2020-21,2021,29,18-29 yr,Overall,Overall,218.8,0.9,2021-07-16
California,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0.2,0.2,2020-03-04
Colorado,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0.4,0.4,2020-03-04
Connecticut,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Iowa,IHSP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Georgia,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0.2,0.2,2020-03-04
Oregon,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Maryland,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Michigan,IHSP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
New York,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0.4,0.4,2020-03-04
Minnesota,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
New Mexico,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Tennessee,EIP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Utah,IHSP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Ohio,IHSP,2020-21,2020,10,30-39 yr,Overall,Overall,0,0,2020-03-04
Iowa,IHSP,2020-21,2020,11,30-39 yr,Overall,Overall,0,0,2020-03-11
Michigan,IHSP,2020-21,2020,11,30-39 yr,Overall,Overall,0,0,2020-03-11
Maryland,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0.1,0.1,2020-03-11
Ohio,IHSP,2020-21,2020,11,30-39 yr,Overall,Overall,0.3,0.3,2020-03-11
New Mexico,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0,0,2020-03-11
New York,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0.7,0.4,2020-03-11
Minnesota,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0.2,0.2,2020-03-11
Utah,IHSP,2020-21,2020,11,30-39 yr,Overall,Overall,0.5,0.5,2020-03-11
Tennessee,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0,0,2020-03-11
Oregon,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0.3,0.3,2020-03-11
California,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0.5,0.3,2020-03-11
Colorado,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0.8,0.4,2020-03-11
Connecticut,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,0.8,0.8,2020-03-11
Georgia,EIP,2020-21,2020,11,30-39 yr,Overall,Overall,1.2,1,2020-03-11
California,EIP,2020-21,2020,12,30-39 yr,Overall,Overall,1.3,0.8,2020-03-18
Colorado,EIP,2020-21,2020,12,30-39 yr,Overall,Overall,2.5,1.7,2020-03-18
Connecticut,EIP,2020-21,2020,12,30-39 yr,Overall,Overall,4.7,3.9,2020-03-18
